"Key","Item.Type","Publication.Year","Author","Title","Publication.Title","ISBN","ISSN","DOI","Url","Abstract.Note","Date","Date.Added","Date.Modified","Access.Date","Pages","Num.Pages","Issue","Volume","Number.Of.Volumes","Journal.Abbreviation","Short.Title","Series","Series.Number","Series.Text","Series.Title","Publisher","Place","Language","Rights","Type","Archive","Archive.Location","Library.Catalog","Call.Number","Extra","Notes","File.Attachments","Link.Attachments","Manual.Tags","Automatic.Tags","Editor","Series.Editor","Translator","Contributor","Attorney.Agent","Book.Author","Cast.Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed.Author","Scriptwriter","Words.By","Guest","Number","Edition","Running.Time","Scale","Medium","Artwork.Size","Filing.Date","Application.Number","Assignee","Issuing.Authority","Country","Meeting.Name","Conference.Name","Court","References","Reporter","Legal.Status","Priority.Numbers","Programming.Language","Version","System","Code","Code.Number","Section","Session","Committee","History","Legislative.Body","Screen","Reason","Comment","Screen.Name","Taxa"
"YE69GA75","journalArticle",2019,"Li, YY; Chen, XH; Xue, C; Zhang, H; Sun, G; Xie, ZX; Lin, L; Wang, DZ","Proteomic Response to Rising Temperature in the Marine Cyanobacterium Synechococcus Grown in Different Nitrogen Sources","FRONTIERS IN MICROBIOLOGY",NA,"1664-302X","10.3389/fmicb.2019.01976",NA,"Synechococcus is one of the most important contributors to global primary productivity, and ocean warming is predicted to increase abundance and distribution of Synechococcus in the ocean. Here, we investigated molecular response of an oceanic Synechococcus strain WH8102 grown in two nitrogen sources (nitrate and urea) under present (25 degrees C) and predicted future (28 degrees C) temperature conditions using an isobaric tag (IBT)-based quantitative proteomic approach. Rising temperature decreased growth rate, contents of chlorophyll a, protein and sugar in the nitrate-grown cells, but only decreased protein content and significantly increased zeaxanthin content of the urea-grown cells. Expressions of CsoS2 protein involved in carboxysome formation and ribosomal subunits in both nitrate- and urea-grown cells were significantly decreased in rising temperature, whereas carbohydrate selective porin and sucrose-phosphate synthase (SPS) were remarkably up-regulated, and carbohydrate degradation associated proteins, i.e., glycogen phosphorylase kinase, fructokinase and glucose-6-phosphate dehydrogenase, were down-regulated in the urea-grown cells. Rising temperature also increased expressions of three redox-sensitive enzymes (peroxiredoxin, thioredoxin, and CP12) in both nitrate-and urea-grown cells. Our results indicated that rising temperature did not enhance cell growth of Synechococcus; on the contrary, it impaired cell functions, and this might influence cell abundance and distribution of Synechococcus in a future ocean.","2019-08-23","2025-03-12 19:31:39","2025-03-12 19:31:39",NA,"",NA,"",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000482414100002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Accept","No reason given","No comments given","YE69GA75","Cyanobacteria"
"N8CLZBSJ","journalArticle",2023,"Alonso-Sáez, L; Palacio, AS; Cabello, AM; Robaina-Estévez, S; González, JM; Garczarek, L; López-Urrutia, A","Transcriptional Mechanisms of Thermal Acclimation in Prochlorococcus","MBIO",NA,"2150-7511","10.1128/mbio.03425-22",NA,"Low temperature limits the growth and the distribution of the key oceanic primary producer Prochlorococcus, which does not proliferate above a latitude of ca. 40 degrees. Yet, the molecular basis of thermal acclimation in this cyanobacterium remains unexplored. We analyzed the transcriptional response of the Prochlorococcus marinus strain MIT9301 in long-term acclimations and in natural Prochlorococcus populations along a temperature range enabling its growth (17 to 30 degrees C). MIT9301 upregulated mechanisms of the global stress response at the temperature minimum (17 degrees C) but maintained the expression levels of genes involved in essential metabolic pathways (e.g., ATP synthesis and carbon fixation) along the whole thermal niche. Notably, the declining growth of MIT9301 from the optimum to the minimum temperature was coincident with a transcriptional suppression of the photosynthetic apparatus and a dampening of its circadian expression patterns, indicating a loss in their regulatory capacity under cold conditions. Under warm conditions, the cellular transcript inventory of MIT9301 was strongly streamlined, which may also induce regulatory imbalances due to stochasticity in gene expression. The daytime transcriptional suppression of photosynthetic genes at low temperature was also observed in metatranscriptomic reads mapping to MIT9301 across the global ocean, implying that this molecular mechanism may be associated with the restricted distribution of Prochlorococcus to temperate zones. IMPORTANCE Prochlorococcus is a major marine primary producer with a global impact on atmospheric CO2 fixation. This cyanobacterium is widely distributed across the temperate ocean, but virtually absent at latitudes above 40 degrees for yet unknown reasons. Temperature has been suggested as a major limiting factor, but the exact mechanisms behind Prochlorococcus thermal growth restriction remain unexplored. This study brings us closer to understanding how Prochlorococcus functions under challenging temperature conditions, by focusing on its transcriptional response after long-term acclimation from its optimum to its thermal thresholds. Our results show that the drop in Prochlorococcus growth rate under cold conditions was paralleled by a transcriptional suppression of the photosynthetic machinery during daytime and a loss in the organism's regulatory capacity to maintain circadian expression patterns. Notably, warm temperature induced a marked shrinkage of the organism's cellular transcript inventory, which may also induce regulatory imbalances in the future functioning of this cyanobacterium.","2023-06-27","2025-03-12 19:31:39","2025-03-12 19:31:39",NA,"",NA,"3",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000970668200001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Accept","No reason given","No comments given","N8CLZBSJ","Cyanobacteria"
"KD6DEPQH","journalArticle",2023,"Barton, S; Padfield, D; Masterson, A; Buckling, A; Smirnoff, N; Yvon-Durocher, G","Comparative experimental evolution reveals species-specific idiosyncrasies in marine phytoplankton adaptation to warming","GLOBAL CHANGE BIOLOGY",NA,"1354-1013","10.1111/gcb.16827",NA,"A number of experimental studies have demonstrated that phytoplankton can display rapid thermal adaptation in response to warmed environments. While these studies provide insight into the evolutionary responses of single species, they tend to employ different experimental techniques. Consequently, our ability to compare the potential for thermal adaptation across different, ecologically relevant, species remains limited. Here, we address this limitation by conducting simultaneous long-term warming experiments with the same experimental design on clonal isolates of three phylogenetically diverse species of marine phytoplankton; the cyanobacterium Synechococcus sp., the prasinophyte Ostreococcus tauri and the diatom Phaeodoactylum tricornutum. Over the same experimental time period, we observed differing levels of thermal adaptation in response to stressful supra-optimal temperatures. Synechococcus sp. displayed the greatest improvement in fitness (i.e., growth rate) and thermal tolerance (i.e., temperature limits of growth). Ostreococcus tauri was able to improve fitness and thermal tolerance, but to a lesser extent. Finally, Phaeodoactylum tricornutum showed no signs of adaptation. These findings could help us understand how the structure of phytoplankton communities may change in response to warming, and possible biogeochemical implications, as some species show relatively more rapid adaptive shifts in their thermal tolerance.","2023-07-03","2025-03-12 19:31:39","2025-03-12 19:31:39",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:001019607900001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Accept","No reason given","No comments given","KD6DEPQH","Cyanobacteria"
"DSY4BI8N","journalArticle",2018,"Savadova, K; Mazur-Marzec, H; Karosiene, J; Kasperoviciene, J; Vitonyte, I; Torunska-Sitarz, A; Koreiviene, J","Effect of Increased Temperature on Native and Alien Nuisance Cyanobacteria from Temperate Lakes: An Experimental Approach","TOXINS",NA,"2072-6651","10.3390/toxins10110445",NA,"In response to global warming, an increase in cyanobacterial blooms is expected. In this work, the response of two native species of Planktothrix agardhii and Aphanizomenon gracile, as well as the response of two species alien to EuropeChrysosporum bergii and Sphaerospermopsis aphanizomenoidesto gradual temperature increase was tested. The northernmost point of alien species distribution in the European continent was recorded. The tested strains of native species were favoured at 20-28 degrees C. Alien species acted differently along temperature gradient and their growth rate was higher than native species. Temperature range of optimal growth rate for S. aphanizomenoides was similar to native species, while C. bergii was favoured at 26-30 degrees C but sensitive at 18-20 degrees C. Under all tested temperatures, non-toxic strains of the native cyanobacteria species prevailed over the toxic ones. In P. agardhii, the decrease in concentration of microcystins and other oligopeptides with the increasing temperature was related to higher growth rate. However, changes in saxitoxin concentration in A. gracile under different temperatures were not detected. Accommodating climate change perspectives, the current work showed a high necessity of further studies of temperature effect on distribution and toxicity of both native and alien cyanobacterial species.","2018-11","2025-03-12 19:31:39","2025-03-12 19:31:39",NA,"",NA,"11",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000451315900024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Accept","No reason given","No comments given","DSY4BI8N","Cyanobacteria"
"7LIWXE4Q","journalArticle",2022,"Basu, S; Mackey, KRM","Effect of Rising Temperature and Carbon Dioxide on the Growth, Photophysiology, and Elemental Ratios of Marine Synechococcus: A Multistressor Approach","SUSTAINABILITY",NA,"2071-1050","10.3390/su14159508",NA,"Marine picocyanobacteria belonging to the genus Synechococcus are one of the most abundant photosynthetic organisms on Earth. They are often exposed to large fluctuations in temperature and CO2 concentrations in the ocean, which are expected to further change in the coming decades due to ocean acidification and warming resulting from rising atmospheric CO2 levels. To decipher the effect of changing temperature and CO2 levels on Synechococcus, six Synechococcus strains previously isolated from various coastal and open ocean sites were exposed to a matrix of three different temperatures (22 degrees C, 24 degrees C and 26 degrees C) and CO2 levels (400 ppm, 600 ppm and 800 ppm). Thereafter, the specific growth rates, photophysiological parameters (sigma(PSII) and F-v/F-m), C/N (mol/mol) ratios and the nitrogen stable isotopic composition (delta N-15 (parts per thousand)) of the strains were measured. Temperature was found to be a stronger driver of the changes in specific growth rates and photophysiology in the Synechococcus strains. Carbon-concentrating mechanisms (CCM) operational in these strains that shield the photosynthetic machinery from directly sensing ambient changes in CO2 possibly played a major role in causing minimal changes in the specific growth rates under the varying CO2 levels.","2022-08","2025-03-12 19:31:39","2025-03-12 19:31:39",NA,"",NA,"15",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000838912800001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Accept","No reason given","No comments given","7LIWXE4Q","Cyanobacteria"
"FT7CIECF","journalArticle",2022,"Laws, EA; McClellan, SA","INTERACTIVE EFFECTS OF CO2, TEMPERATURE, IRRADIANCE, AND NUTRIENT LIMITATION ON THE GROWTH AND PHYSIOLOGY OF THE MARINE CYANOBACTERIUM SYNECHOCOCCUS (CYANOPHYCEAE)","JOURNAL OF PHYCOLOGY",NA,"1529-8817","10.1111/jpy.13278",NA,"The marine cyanobacterium Synechococcus elongatus was grown in a continuous culture system to study the interactive effects of temperature, irradiance, nutrient limitation, and the partial pressure of CO2 (pCO2) on its growth and physiological characteristics. Cells were grown on a 14:10 h light:dark cycle at all combinations of low and high irradiance (50 and 300 itmol photons . m(-2 ). s(-1), respectively), low and high pCO(2) (400 and 1000 ppmv, respectively), nutrient limitation (nitratelimited and nutrient-replete conditions), and temperatures of 20-45 degrees C in 5 degrees C increments. The maximum growth rate was similar to 4.5 . d(-1) at 30-35 degrees C. Under nutrient-replete conditions, growth rates at most temperatures and irradiances were about 8% slower at a pCO(2) of 1000 ppmv versus 400 ppmv. The single exception was 45 degrees C and high irradiance. Under those conditions, growth rates were similar to 45% higher at 1000 ppmv. Cellular carbon:nitrogen ratios were independent of temperature at a fixed relative growth rate but higher at high irradiance than at low irradiance. Initial slopes of photosynthesis-irradiance curves were higher at all temperatures under nutrient-replete versus nitrate-limited conditions; they were similar at all temperatures under high and low irradiance, except at 20 degrees C, when they were suppressed at high irradiance. A model of phytoplankton growth in which cellular carbon was allocated to structure, storage, or the light or dark reactions of photosynthesis accounted for the general patterns of cell composition and growth rate. Allocation of carbon to the light reactions of photosynthesis was consistently higher at low versus high light and under nutrient-replete versus nitrate-limited conditions.","2022-10","2025-03-12 19:31:39","2025-03-12 19:31:39",NA,"703-718",NA,"5",58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000836254200001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Accept","No reason given","No comments given","FT7CIECF","Cyanobacteria"
"PKCXXI9M","journalArticle",2020,"Yi, XQ; Fu, FX; Hutchins, DA; Gao, KS","Light availability modulates the effects of warming in a marine N2 fixer","BIOGEOSCIENCES",NA,"1726-4170","10.5194/bg-17-1169-2020",NA,"Trichodesmium species, as a group of photosynthetic N-2 fixers (diazotrophs), play an important role in the marine biogeochemical cycles of nitrogen and carbon, especially in oligotrophic waters. How ongoing ocean warming may interact with light availability to affect Trichodesmium is not yet clear. We grew Trichodesmium erythraeum IMS 101 at three temperature levels of 23, 27, and 31 degrees C under growth-limiting and growth-saturating light levels of 50 and 160 mu mol quanta m(-2) s(-1), respectively, for at least 10 generations and then measured physiological performance, including the specific growth rate, N-2 fixation rate, and photosynthesis. Light availability significantly modulated the growth response of Trichodesmium to temperature, with the specific growth rate peaking at similar to 27 degrees C under the light-saturating conditions, while growth of light-limited cultures was non-responsive across the tested temperatures (23, 27, and 31 degrees C). Short-term thermal responses for N-2 fixation indicated that both high growth temperature and light intensity increased the optimum temperature (T-opt) for N-2 fixation and decreased its susceptibility to supra-optimal temperatures (deactivation energy - E-h). Simultaneously, all light-limited cultures with low T-opt and high E-h were unable to sustain N-2 fixation during short-term exposure to high temperatures (33-34 degrees C) that are not lethal for the cells grown under light-saturating conditions. Our results imply that Trichodesmium spp. growing under low light levels while distributed deep in the euphotic zone or under cloudy weather conditions might be less sensitive to long-term temperature changes that occur on the timescale of multiple generations but are more susceptible to abrupt (less than one generation time span) temperature changes, such as those induced by cyclones and heat waves.","2020-02-28","2025-03-12 19:31:39","2025-03-12 19:31:39",NA,"1169-1180",NA,"4",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000518757100002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Accept","No reason given","No comments given","PKCXXI9M","Cyanobacteria"
"NCX68U9V","journalArticle",2024,"Sharbaugh, AK; Laws, EA","Interactive effects of CO2, temperature, and nitrate limitation on the growth and physiology of strain CCMP 1334 of the marine cyanobacterium Synechococcus (Cyanophyceae)","JOURNAL OF PHYCOLOGY",NA,"0022-3646","10.1111/jpy.13531",NA,"The marine cyanobacterium Synecococcus sp. (CCMP 1334) was grown in a continuous culture system on a 12:12 h light:dark cycle at all combinations of low and high pCO(2) (400 and 1000 ppmv, respectively), nutrient availability (nitrate-limited and nutrient-replete conditions), and temperatures of 21, 24, 28, 32, and 35 degrees C. The maximum nutrient-replete growth rate was similar to 1.15 day(-1) at 32-35 degrees C. Median nutrient-replete growth rates were higher at 1000 ppmv than at 400 ppmv pCO(2) at all temperatures. Carbon:nitrogen ratios were independent of pCO(2) at a fixed relative growth rate (i.e., growth rate divided by nutrient-replete growth rate) but decreased with increasing temperature. Carbon:chlorophyll a ratios were decreased monotonically with increasing temperature and were higher under nitrate-limited than nutrient-replete conditions. Ratios of phycoerythrin to chlorophyll a were independent of growth conditions. Productivity indices were independent of temperature and nutrient limitation but were consistently higher at 1000 ppmv than 400 ppmv pCO(2). Both growth rates and dark respiration rates were positively correlated with temperature, and the associated Q(10) values were 2.2 and 2.3, respectively. A model of phytoplankton growth in which cellular carbon is allocated to structure, storage, or the light or dark reactions of photosynthesis accounted for the general patterns of cell composition and growth rate. This strain of Synechococcus appears well suited to changes in environmental conditions that are expected as the climate warms in response to anthropogenic emissions of CO2.","2024-11-30","2025-03-12 19:31:39","2025-03-12 19:31:39",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:001367810100001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Accept","No reason given","No comments given","NCX68U9V","Cyanobacteria"
"SAY25RM8","journalArticle",2016,"Bill, BD; Moore, SK; Hay, LR; Anderson, DM; Trainer, VL","Effects of temperature and salinity on the growth of Alexandrium (Dinophyceae) isolates from the Salish Sea","JOURNAL OF PHYCOLOGY","","0022-3646","10.1111/jpy.12386",NA,"Toxin-producing blooms of dinoflagellates in the genus Alexandrium have plagued the inhabitants of the Salish Sea for centuries. Yet the environmental conditions that promote accelerated growth of this organism, a producer of paralytic shellfish toxins, is lacking. This study quantitatively determined the growth response of two Alexandrium isolates to a range of temperatures and salinities, factors that will strongly respond to future climate change scenarios. An empirical equation, derived from observed growth rates describing the temperature and salinity dependence of growth, was used to hindcast bloom risk. Hindcasting was achieved by comparing predicted growth rates, calculated from insitu temperature and salinity data from Quartermaster Harbor, with corresponding Alexandrium cell counts and shellfish toxin data. The greatest bloom risk, defined at >0.25d(-1), generally occurred from April through November annually; however, growth rates rarely fell below 0.10d(-1). Except for a few occasions, Alexandrium cells were only observed during the periods of highest bloom risk and paralytic shellfish toxins above the regulatory limit always fell within the periods of predicted bloom occurrence. While acknowledging that Alexandrium growth rates are affected by other abiotic and biotic factors, such as grazing pressure and nutrient availability, the use of this empirical growth function to predict higher risk time frames for blooms and toxic shellfish within the Salish Sea provides the groundwork for a more comprehensive biological model of Alexandrium bloom dynamics in the region and will enhance our ability to forecast blooms in the Salish Sea under future climate change scenarios.","2016-04","2025-03-05 14:40:27","2025-03-05 14:40:27",NA,"230-238",NA,"2",52,NA,NA,NA,"",NA,NA,NA,NA,NA,"English",NA,NA,NA,"WOS:000373618400008",NA,NA,"","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;37<br/>Total Times Cited:&nbsp;&nbsp;41<br/>Cited Reference Count:&nbsp;&nbsp;35</p>",NA,NA,"ACCUMULATION; Alexandrium; GONYAULAX-TAMARENSIS; growth rate; HAB; harmful algae; hindcast; IRRADIANCE; NARRAGANSETT BAY; PARALYTIC SHELLFISH; PATTERNS; Puget Sound; PUGET-SOUND; salinity; Salish Sea; temperature; TOXICITY; TOXINS; WASHINGTON",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Accept","No reason given","No comments given","Insert Screener Name","Dinoflagellates"
"KSTXGBUL","journalArticle",2024,"Funaki, C; Kuwata, K; Lum, WM; Takahashi, K; Masuda, T; Ichinomiya, M; Katayama, T; Kodama, T; Iwataki, M; Takahashi, K","Effects of temperature and light intensity on growth in Prorocentrum cf. balticum (Dinophyceae) isolated from the Oyashio-Kuroshio Mixed Water region, North Pacific","PLANKTON & BENTHOS RESEARCH","","1880-8247","10.3800/pbr.19.191",NA,"Owing to its particular mixotrophic nutrition, Prorocentrum cf. balticum has recently been suggested to contribute significantly to the biological pump in the world's oceans. However, the physiological attributes that facilitate its distribution have not yet been investigated. We clarified the effects of temperature and light intensity on the growth of a strain of P. cf. balticum isolated from the Oyashio-Kuroshio Mixed Water region and then estimated its potential habitat in the western North Pacific in the context of global warming. In batch cultures maintained at 5 degrees C30 degrees C, the highest growth was observed at 25 degrees C, while the viable temperature range was estimated to be 6.03 degrees C-29.4 degrees C. At the six different light conditions tested (20-500 mu mol m-2 s-1), growth rates were positively correlated with light intensity, except at 500 mu mol m-2 s-1 where photoinhibition was observed. At 20 degrees C, the maximum specific growth rate was calculated to be 0.661 day-1 and the compensation light intensity and the saturation light intensity were 1.15 and 283 mu mol m-2 s-1, respectively. These findings suggested that compared to other Prorocentrum species, P. cf. balticum is generally well suited to subtropical environments characterized by high light intensities. However, the potential to survive in mid-latitude environments that experience low temperatures during winter suggests a high probability of year-round occurrence at higher latitudes, including the Oyashio region, in the future.","2024-11","2025-03-05 14:40:27","2025-03-05 14:40:27",NA,"191-202",NA,"4",19,NA,NA,NA,"",NA,NA,NA,NA,NA,"English",NA,NA,NA,"WOS:001369080700004",NA,NA,"","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;0<br/>Total Times Cited:&nbsp;&nbsp;0<br/>Cited Reference Count:&nbsp;&nbsp;71</p>",NA,NA,"BLOOM; COMMUNITY; FOOD-WEB; global warming; IRRADIANCE; light intensity; MARINE DINOFLAGELLATE; MINIMUM; OKADAIC ACID; PHYTOPLANKTON COMPOSITION; potential habitat; Prorocentrum balticum; SALINITY; SEA; specific growth rate; temperature",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Accept","No reason given","No comments given","Insert Screener Name","Dinoflagellates"
"AHXXYZYX","journalArticle",2021,"Acheampong, E; Mantey, P; Weremfo, A","Potential impact of marine heatwaves on selected phytoplankton adapted to the Gulf of Guinea during stable hydrographic periods","AFRICAN JOURNAL OF MARINE SCIENCE","","1814-232X","10.2989/1814232X.2021.1879267",NA,"Reports suggest that the Gulf of Guinea (northeastern tropical Atlantic) frequently experiences marine heatwaves (MHW)-prolonged periods of anomalously warm seawater-of >= 1.5 degrees C above baseline. We assessed the likely impact of this anomaly on two microalgae, Thalassiosira weissflogii (diatom) and Gymnodinium sp. (dinoflagellate), adapted to the surface temperature (28 +/- 1.5 degrees C) of the gulf during stable hydrographic periods. The algae were adapted over similar to 400 generations. They were assessed for specific growth rate (mu), dry weight, and protein content after exposure to 5 or 6 days of warming (+2 degrees C or +4 degrees C above the temperature of the stock cultures), in line with the minimum duration of MHW. Under each of the investigated warming scenarios, the effect of warming on the diatom was immediate, occurring during the first day of exposure, and mu had decreased by similar to 75% by the end of the warming period. In contrast, the warming effect on the dinoflagellate became significant during the second day, with mu reduced by similar to 78-86%. Also, the protein content of the dinoflagellate had been reduced by similar to 32% by the end of the warming period. The dry weight of T. weissflogii increased three-fold under +2 degrees C of warming. In contrast, the dry weight of Gymnodinium sp. decreased by similar to 78% and did not recover when warming was removed. These results highlight vulnerability of these algae to MHW and their unique responses to the anomaly.","2021-01-02","2025-03-05 14:40:27","2025-03-05 14:40:27",NA,"77-86",NA,"1",43,NA,NA,NA,"",NA,NA,NA,NA,NA,"English",NA,NA,NA,"WOS:000623977400001",NA,NA,"","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;5<br/>Total Times Cited:&nbsp;&nbsp;5<br/>Cited Reference Count:&nbsp;&nbsp;75</p>",NA,NA,"dry weight; GROWTH; Gymnodinium sp; laboratory experiment; marine microalgae; protein content; specific growth rate; TEMPERATURE; temperature effect; Thalassiosira weissflogii",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Accept","No reason given","No comments given","Insert Screener Name","Dinoflagellates"
"MRIHR7L7","journalArticle",2011,"Jephson, T; Fagerberg, T; Carlsson, P","Dependency of dinoflagellate vertical migration on salinity stratification","AQUATIC MICROBIAL ECOLOGY","","0948-3055","10.3354/ame01498",NA,"Increasing precipitation and surface water temperature due to global change may strengthen the salinity gradient in coastal regions, which could influence the behaviour of dinoflagellate migration. We studied diel vertical migration (DVM) behaviour in the dinoflagellates Prorocentrum minimum and Heterocapsa triquetra using vertically stratified laboratory columns with 3 different salinity gradients (difference of 6, 11 and 16 psu). With nutrient-depleted conditions at the surface, and with nutrients added below the halocline, P. minimum remained mainly concentrated in the bottom water, while H. triquetra performed DVM under all 3 salinity treatments. H. triquetra migrated through a salinity difference of 6 and 11 psu, concentrated at the surface at noon, then migrated to the nutrient-rich bottom water during the night. A salinity gradient of 16, however, stopped H. triquetra cells from moving through the gradient and resulted in a concentration of cells in the cline during the night. At midday, cells were again found at the surface. P. minimum and H. triquetra grown in 4 different salinities (10, 15, 20, 26 psu) and at 3 different temperatures (10, 15, 20 degrees C) showed higher specific growth rates with increasing temperature only in the 2 highest salinity treatments. At 10 degrees C, specific growth rates were not affected by different salinities.","2011","2025-03-05 14:40:27","2025-03-05 14:40:27",NA,"255-264",NA,"3",63,NA,NA,NA,"",NA,NA,NA,NA,NA,"English",NA,NA,NA,"WOS:000291057400005",NA,NA,"","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;14<br/>Total Times Cited:&nbsp;&nbsp;17<br/>Cited Reference Count:&nbsp;&nbsp;69</p>",NA,NA,"CELL-DIVISION; CLIMATE-CHANGE; DIEL; Dinoflagellate; DINOPHYCEAE; Global change; GROWTH; Growth rate; HARMFUL ALGAL BLOOMS; Heterocapsa triquetra; HETEROSIGMA-AKASHIWO; LONG-TERM CHANGES; NORTH-SEA; PHYTOPLANKTON; Prorocentrum minimum; Salinity; Stratification; Temperature; Vertical distribution",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Accept","No reason given","No comments given","Insert Screener Name","Dinoflagellates"
