"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"RFZAPAAF","journalArticle","2017","Gierz, SL; Forêt, S; Leggat, W","Transcriptomic Analysis of Thermally Stressed Symbiodinium Reveals Differential Expression of Stress and Metabolism Genes","FRONTIERS IN PLANT SCIENCE","","1664-462X","10.3389/fpls.2017.00271","","Endosymbioses between dinoflagellate algae (Symbiodinium sp.) and scleractinian coral species form the foundation of coral reef ecosystems. The coral symbiosis is highly susceptible to elevated temperatures, resulting in coral bleaching, where the algal symbiont is released from host cells. This experiment aimed to determine the transcriptional changes in cultured Symbiodinium, to better understand the response of cellular mechanisms under future temperature conditions. Cultures were exposed to elevated temperatures (average 31 degrees C) or control conditions (24.5 degrees C) for a period of 28 days. Whole transcriptome sequencing of Symbiodinium cells on days 4, 19, and 28 were used to identify differentially expressed genes under thermal stress. A large number of genes representing 37.01% of the transcriptome (similar to 23,654 unique genes, FDR < 0.05) with differential expression were detected at no less than one of the time points. Consistent with previous studies of Symbiodinium gene expression, fold changes across the transcriptome were low, with 92.49% differentially expressed genes at <= 2-fold change. The transcriptional response included differential expression of genes encoding stress response components such as the antioxidant network and molecular chaperones, cellular components such as core photosynthesis machinery, integral light-harvesting protein complexes and enzymes such as fatty acid desaturases. Differential expression of genes encoding glyoxylate cycle enzymes were also found, representing the first report of this in Symbiodinium. As photosynthate transfer from Symbiodinium to coral hosts provides up to 90% of a coral's daily energy requirements, the implications of altered metabolic processes from exposure to thermal stress found in this study on coral-Symbiodinium associations are unknown and should be considered when assessing the stability of the symbiotic relationship under future climate conditions.","2017-02-28","2025-03-05 14:40:28","2025-03-05 14:40:28","","","","","8","","","","","","","","","","English","","","","WOS:000394893200002","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;78<br/>Total Times Cited:&nbsp;&nbsp;83<br/>Cited Reference Count:&nbsp;&nbsp;110</p>","","","ACROPORA-DIGITIFERA; CELL-DIVISION; CHLOROPHYLL-PROTEIN COMPLEXES; CLIMATE-CHANGE; DE-NOVO SYNTHESIS; dinoflagellates; DINOPHYCEAE; gene expression; GENOME; HEAT-STRESS; PHOTOSYSTEM-II; RNA-Seq; RNA-SEQ DATA; Symbiodinium; thermal stress; transcriptome","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J74VD96X","journalArticle","2021","Stelmakh, LV; Mansurova, IM","Physiological Mechanism of Dinoflagellate Survival under a Biogenic Limitation","INLAND WATER BIOLOGY","","1995-0829","10.1134/S1995082921020140","","The physiological mechanism of the long-term survival of dinoflagellates under a biogenic limitation has been studied using the cultures of three common species from the Black Sea-Prorocentrum cordatum, Prorocentrum micans, and Gyrodinium fissum-as an example. The transfer of P. cordatum and G. fissum cells, which have a maximum intracellular pool of nutrients, to seawater depleted in nutrients decreases their specific growth rate and chlorophyll a content per cell. Due to the intracellular pool of nutrients, P. cordatum performs 3.3 cell divisions in 9 days and G. fissum performs 2.3 cell divisions in 4 days. After the exhaustion of the intracellular reserves of nutrients in the culture of G. fissum for 16 days, the growth of its cells ceases and the specific content of chlorophyll a, as well as the efficiency of the photosystem 2, decreases. In the P. micans culture, which is under the conditions of the most severe biogenic limitation throughout the 20-day experiment, against the background of an almost constant number of cells, an alternation of low positive and negative values of the specific growth rate is observed, as well as a low content of chlorophyll a per cell. However, the efficiency of photosystem 2 remains at a sufficiently high level (0.27-0.41) and exceeds the control values most of the time. This study reveals a high degree of heterogeneity of the functional activity of this species cells and the death of some of them under biogenic stress. The survival of P. micans under biogenic stress is probably ensured by the nutrients that enter the water during the death of the least viable part of its cells and serves as a source of organic matters for the physiologically active cells of microalgae.","2021-03","2025-03-05 14:40:28","2025-03-05 14:40:28","","222-230","","2","14","","","","","","","","","","English","","","","WOS:000644646100012","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;5<br/>Total Times Cited:&nbsp;&nbsp;5<br/>Cited Reference Count:&nbsp;&nbsp;29</p>","","","biogenic limitation; Black Sea; CLIMATE; DIATOMS; dinoflagellates; GROWTH; phytoplankton; REGIME; SEA; STRESS; VARIABILITY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VWEL7ZQ7","journalArticle","2021","Beltran, VH; Puill-Stephan, E; Howells, E; Flores-Moya, A; Doblin, M; Núñez-Lara, E; Escamilla, V; López, T; van Oppen, MJH","Physiological diversity among sympatric, conspecific endosymbionts of coral (Cladocopium C1acro) from the Great Barrier Reef","CORAL REEFS","","0722-4028","10.1007/s00338-021-02092-z","","Most of the scleractinian corals living in the photic zone form an obligate symbiosis with dinoflagellates in the family Symbiodiniaceae that promotes reef accretion and niche diversification. However, sea surface temperature surpassing the normal summer average disrupts the symbioses, resulting in coral bleaching and mortality. Under climate warming, temperature anomalies and associated coral bleaching events will increase in frequency and severity. Therefore, it is imperative to better understand the variability in key phenotypic traits of the coral-Symbiodiniaceae association under such high temperature stress. Here, we describe the extent of genetically fixed differences in the in vitro acclimatory response of four conspecific strains of the common coral endosymbiont, Cladocopium C1(acro). (formerly Symbiodinium type C1); these strains were isolated from Acropora corals from inshore sites on the Great Barrier Reef. We characterised algal growth and thylakoid membrane stability under different thermal scenarios and demonstrate previously undocumented physiological diversity among strains of a single Symbiodiniaceae species. Our results have important implications in terms of the perceived accuracy by which environmental stress tolerance of the coral holobiont can be predicted, potentially explaining patchiness in a coral community during bleaching based on the dominant Symbiodiniaceae genotype harboured by the host.","2021-08","2025-03-05 14:40:28","2025-03-05 14:40:28","","985-997","","4","40","","","","","","","","","","English","","","","WOS:000652451200001","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;13<br/>Total Times Cited:&nbsp;&nbsp;15<br/>Cited Reference Count:&nbsp;&nbsp;86</p>","","","ALGAL SYMBIONTS; CELL-DIVISION; CHLOROPHYLL FLUORESCENCE; ELEVATED-TEMPERATURE; GENETIC-VARIATION; MARINE-INVERTEBRATES; MICROALGAL-INVERTEBRATE SYMBIOSES; Photobiology; Symbiodiniaceae; SYMBIODINIUM GYMNODINIUM MICROADRIATICUM; Symbiont DNA fingerprint; Temperature-dependent growth rate; THERMAL TOLERANCE; ZOOXANTHELLAE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SNEPUDJM","journalArticle","2009","McBride, BB; Muller-Parker, G; Jakobsen, HH","LOW THERMAL LIMIT OF GROWTH RATE OF SYMBIODINIUM CALIFORNIUM (DINOPHYTA) IN CULTURE MAY RESTRICT THE SYMBIONT TO SOUTHERN POPULATIONS OF ITS HOST ANEMONES (ANTHOPLEURA SPP.; ANTHOZOA, CNIDARIA)","JOURNAL OF PHYCOLOGY","","0022-3646","10.1111/j.1529-8817.2009.00716.x","","Symbiodinium californium (#383, >Banaszak et al. 1993) is one of two known dinoflagellate symbionts of the intertidal sea anemones Anthopleura elegantissima, A. xanthogrammica, and A. sola and occurs only in hosts at southern latitudes of the North Pacific. To investigate if temperature restricts the latitudinal distribution of S. californium, growth and photosynthesis at a range of temperatures (5 degrees C-30 degrees C) were determined for cultured symbionts. Mean specific growth rates were the highest between 15 degrees C and 28 degrees C (mu 0.21-0.26 center dot d(-1)) and extremely low at 5, 10, and 30 degrees C (0.02-0.03 center dot d(-1)). Average doubling times ranged from 2.7 d (20 degrees C) to 33 d (5, 10, and 30 degrees C). Cells cultured at 10 degrees C had the greatest cell volume (821 mu m(3)) and the highest percentage of motile cells (64.5%). Growth and photosynthesis were uncoupled; light-saturated maximum photosynthesis (P-max) increased from 2.9 pg C center dot cell(-1) center dot h(-1) at 20 degrees C to 13.2 pg C center dot cell(-1) center dot h(-1) at 30 degrees C, a 4.5-fold increase. Less than 11% of daily photosynthetically fixed carbon was utilized for growth at 5, 10, and 30 degrees C, indicating the potential for high carbon translocation at these temperatures. Low temperature effects on growth rate, and not on photosynthesis and cell morphology, may restrict the distribution of S. californium to southern populations of its host anemones.","2009-08","2025-03-05 14:40:28","2025-03-05 14:40:28","","855-863","","4","45","","","","","","","","","","English","","","","WOS:000269372300009","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;18<br/>Total Times Cited:&nbsp;&nbsp;22<br/>Cited Reference Count:&nbsp;&nbsp;47</p>","","","anemone; Anthopleura; CELL-DIVISION; CLIMATE-CHANGE; ELEGANTISSIMA BRANDT; ELEVATED-TEMPERATURES; MICROADRIATICUM FREUDENTHAL; PATTERNS; PHOTOSYNTHESIS; SEA-ANEMONE; STRESS; Symbiodinium; symbiotic algae; temperate zooxanthellae; ZOOXANTHELLAE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IERQDDPV","journalArticle","2018","Newkirk, CR; Frazer, TK; Martindale, MQ","Acquisition and proliferation of algal symbionts in bleached polyps of the upside-down jellyfish, Cassiopea xamachana","JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY","","0022-0981","10.1016/j.jembe.2018.08.010","","The mutualistic relationship between dinoflagellates in the genus Symbiodinium microadriaticum and animals in the phylum Cnidaria, specifically corals, make up one of the most well-known symbioses in the marine environment. The nature of the relationship is such that these symbiotic algae provide products of photosynthesis to their cnidarian hosts, while the algae are afforded refuge within the endodermal cells of the host. Use of the model system Cassiopea xamachana (a.k.a. the 'upside down jellyfish'), a scyphozoan that can be reared throughout its entire life cycle in a laboratory setting, allowed for the study of the cnidarian-algal symbiosis without many of the constraints involved when working with corals and other cnidarians. The aposymbiotic polyp stage of C. xamachana was used in this study to visualize the acquisition of algal cells by endodermal cells of host animals, a requisite phenomenon for the transition to a free living medusae (strobilation). Polyps harboring algae from environmental sources prior to experimentation were subjected to high temperatures to initiate the expulsion of algae and to obtain polyps that were completely free of symbionts (aposymbiotic); bleaching was confirmed with high resolution confocal microscopy. Aposymbiotic polyps were subsequently introduced to low numbers of Symbiodinium, and the intrinsic growth rate of algae calculated based on count data generated at 7-day intervals. Symbiodinium used for reintroduction in experimental trials were obtained from three sources: (1) commercially cultured algal cells (type A194), (2) algae that had been expelled from their host tissues following heat-induced bleaching in the laboratory, and (3) algae freshly isolated from an adult medusa. These three sources of algal cells were used to represent the possible reservoirs from which bleached animals might replenish their symbiont population following a bleaching event. Symbiodinium cells were acquired by C. xamachana polyps in all three treatment groups, although cultured Symbiodinium A194 exhibited the slowest mean intrinsic growth rate (0.054 d(-1)) once they were housed within endodermal cells of their host. Mean time to strobilation was accordingly slow (> 120 days) for those polyps harboring type A194 symbionts. In fact, polyps harboring other sourced Symbiodinium strobilated in < 70 days on average. Though it is known that strobilation does not occur without the acquisition of symbionts during the polyp stage, the results provided in this study demonstrate clearly that the number of symbionts at the time of strobilation can vary greatly. This variation in symbiont number just prior to strobilation, substantiates previous documented evidence that strobilation is not only stimulated by acquisition of Symbiodinium, but by other triggers as well. Our methods allow quantitative methods to be used to discover additional components involved in the establishment of successful symbiosis between these species.","2018-11","2025-03-05 14:40:28","2025-03-05 14:40:28","","44-51","","","508","","","","","","","","","","English","","","","WOS:000446287900006","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;18<br/>Total Times Cited:&nbsp;&nbsp;21<br/>Cited Reference Count:&nbsp;&nbsp;37</p>","","","CELL-DIVISION; CLIMATE-CHANGE; DINOFLAGELLATE SYMBIODINIUM-MICROADRIATICUM; ENDOSYMBIOTIC ALGAE; Intrinsic growth rate; METAMORPHOSIS; REEF CORALS; SEA; Strobilation; STROBILATION; Symbiodinium microadriaticum; Symbiosis; TEMPERATURE; ZOOXANTHELLAE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NFMZDTLA","journalArticle","2022","Fu, FX; Tschitschko, B; Hutchins, DA; Larsson, ME; Baker, KG; McInnes, A; Kahlke, T; Verma, A; Murray, SA; Doblin, MA","Temperature variability interacts with mean temperature to influence the predictability of microbial phenotypes","GLOBAL CHANGE BIOLOGY","","1354-1013","10.1111/gcb.16330","","Despite their relatively high thermal optima (T-opt), tropical taxa may be particularly vulnerable to a rising baseline and increased temperature variation because they live in relatively stable temperatures closer to their T-opt. We examined how microbial eukaryotes with differing thermal histories responded to temperature fluctuations of different amplitudes (0 control, +/- 2, +/- 4 degrees C) around mean temperatures below or above their T-opt. Cosmopolitan dinoflagellates were selected based on their distinct thermal traits and included two species of the same genus (tropical and temperate Coolia spp.), and two strains of the same species maintained at different temperatures for >500 generations (tropical Amphidinium massartii control temperature and high temperature, CT and HT, respectively). There was a universal decline in population growth rate under temperature fluctuations, but strains with narrower thermal niche breadth (temperate Coolia and HT) showed similar to 10% greater reduction in growth. At suboptimal mean temperatures, cells in the cool phase of the fluctuation stopped dividing, fixed less carbon (C) and had enlarged cell volumes that scaled positively with elemental C, N, and P and C:Chlorophyll-a. However, at a supra-optimal mean temperature, fixed C was directed away from cell division and novel trait combinations developed, leading to greater phenotypic diversity. At the molecular level, heat-shock proteins, and chaperones, in addition to transcripts involving genome rearrangements, were upregulated in CT and HT during the warm phase of the supra-optimal fluctuation (30 +/- 4 degrees C), a stress response indicating protection. In contrast, the tropical Coolia species upregulated major energy pathways in the warm phase of its supra-optimal fluctuation (25 +/- 4 degrees C), indicating a broadscale shift in metabolism. Our results demonstrate divergent effects between taxa and that temporal variability in environmental conditions interacts with changes in the thermal mean to mediate microbial responses to global change, with implications for biogeochemical cycling.","2022-10","2025-03-05 14:40:28","2025-03-05 14:40:28","","5741-5754","","19","28","","","","","","","","","","English","","","","WOS:000827888600001","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;4<br/>Total Times Cited:&nbsp;&nbsp;6<br/>Cited Reference Count:&nbsp;&nbsp;77</p>","","","ADAPTATION; ANNOTATION; climate impact; climate variability; dinoflagellate; ECOLOGY; ENVIRONMENT; EVOLUTIONARY; FUNCTIONAL TRAITS; IMPACT; PHYTOPLANKTON; primary productivity; RESPONSES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TS4ZBUZ6","journalArticle","2020","Franzè, G; Menden-Deuer, S","Common temperature - growth dependency and acclimation response in three herbivorous protists","MARINE ECOLOGY PROGRESS SERIES","","0171-8630","10.3354/meps13200","","Phytoplankton growth dependence on temperature is recognized and has been quantified comprehensively. However, no similar relationship exists for the major phytoplankton predators, the herbivorous protists, especially at low temperatures representing polar and coastal oceans during most seasons. Their acclimation to changing temperatures is also largely unexplored. Here we report acclimated growth and acclimation rates from 0 to 22 degrees C for 3 cosmopolitan herbivorous dinoflagellates. Due to interactive effects between size and temperature, growth increased 40% more rapidly with increasing temperature for production- compared to division-based growth rates (0.043 and 0.062 d(-1) degrees C-1, respectively). Biomass-based growth rates were 10-fold higher than abundance-based rates at low temperatures, reflecting an average 50% increase in biovolume at <= 2 degrees C. Thus, there was significant biomass accumulation at low temperatures, despite low cell-division rates. Testing different acclimation procedures, we established that acclimated rates emerged after 3 generations. Herbivores required 1.25 d degrees C-1 when acclimating towards higher temperatures and 2.5 d degrees C-1 when transitioning towards lower temperatures. Growth rates increased linearly with temperature, implying a weaker temperature effect on growth than the commonly assumed exponential dependency. A possible consequence is that herbivore growth rates are underestimated at cold and overestimated at warm temperatures. Current and future ocean assessments could thus underestimate trophic transfer rates in polar and cold-water regions and overestimate herbivore growth and thus grazing impact in future ocean predictions. Identifying physiological responses that transcend species-specificity supports cross-biome comparisons of ecosystem structure and function that rely on accurate predictions of matter and energy flow in planktonic food webs. [GRAPHICS]","2020-01-23","2025-03-05 14:40:28","2025-03-05 14:40:28","","1-13","","","634","","","","","","","","","","English","","","","WOS:000521191400001","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;13<br/>Total Times Cited:&nbsp;&nbsp;16<br/>Cited Reference Count:&nbsp;&nbsp;64</p>","","","Acclimation; BODY-SIZE; Cell size; Dinoflagellates; EPPLEY CURVE; FOOD-WEB; GRAZING IMPACT; Growth rate; Herbivory; HETEROTROPHIC DINOFLAGELLATE; Low temperature; METABOLIC THEORY; NORTH-ATLANTIC; OXYRRHIS-MARINA; PHYTOPLANKTON GROWTH; Protists; RANGE LIMITS; Temperature dependency","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V582JRNY","journalArticle","2021","Chan, WY; Oakeshott, JG; Buerger, P; Edwards, OR; van Oppen, MJH","Adaptive responses of free-living and symbiotic microalgae to simulated future ocean conditions","GLOBAL CHANGE BIOLOGY","","1354-1013","10.1111/gcb.15546","","Marine microalgae are a diverse group of microscopic eukaryotic and prokaryotic organisms capable of photosynthesis. They are important primary producers and carbon sinks but their physiology and persistence are severely affected by global climate change. Powerful experimental evolution technologies are being used to examine the potential of microalgae to respond adaptively to current and predicted future conditions, as well as to develop resources to facilitate species conservation and restoration of ecosystem functions. This review synthesizes findings and insights from experimental evolution studies of marine microalgae in response to elevated temperature and/or pCO(2). Adaptation to these environmental conditions has been observed in many studies of marine dinoflagellates, diatoms and coccolithophores. An enhancement in traits such as growth and photo-physiological performance and an increase in upper thermal limit have been shown to be possible, although the extent and rate of change differ between microalgal taxa. Studies employing multiple monoclonal replicates showed variation in responses among replicates and revealed the stochasticity of mutations. The work to date is already providing valuable information on species' climate sensitivity or resilience to managers and policymakers but extrapolating these insights to ecosystem- and community-level impacts continues to be a challenge. We recommend future work should include in situ experiments, diurnal and seasonal fluctuations, multiple drivers and multiple starting genotypes. Fitness trade-offs, stable versus plastic responses and the genetic bases of the changes also need investigating, and the incorporation of genome resequencing into experimental designs will be invaluable.","2021-05","2025-03-05 14:40:28","2025-03-05 14:40:28","","1737-1754","","9","27","","","","","","","","","","English","","","","WOS:000619846100001","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;18<br/>Total Times Cited:&nbsp;&nbsp;18<br/>Cited Reference Count:&nbsp;&nbsp;118</p>","","","adaptation; ADAPTATION; CELL-CYCLE; DROSOPHILA-MELANOGASTER; ELEVATED-TEMPERATURE; experimental evolution; EXPERIMENTAL EVOLUTION; FLUCTUATING SELECTION; global climate change; laboratory domestication; LIFE-HISTORY; marine microalgae; PHOTOSYSTEM-II; SEAWATER CARBONATE CHEMISTRY; Symbiodiniaceae; SYMBIODINIUM-MICROADRIATICUM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KYZG6NWI","journalArticle","2019","Bayliss, SLJ; Scott, ZR; Coffroth, MA; terHorst, CP","Genetic variation in Breviolum antillogorgium, a coral reef symbiont, in response to temperature and nutrients","ECOLOGY AND EVOLUTION","","2045-7758","10.1002/ece3.4959","","Symbionts within the family Symbiodiniaceae are important on coral reefs because they provide significant amounts of carbon to many different reef species. The breakdown of this mutualism that occurs as a result of increasingly warmer ocean temperatures is a major threat to coral reef ecosystems globally. Recombination during sexual reproduction and high rates of somatic mutation can lead to increased genetic variation within symbiont species, which may provide the fuel for natural selection and adaptation. However, few studies have asked whether such variation in functional traits exists within these symbionts. We used several genotypes of two closely related species, Breviolum antillogorgium and B. minutum, to examine variation of traits related to symbiosis in response to increases in temperature or nitrogen availability in laboratory cultures. We found significant genetic variation within and among symbiont species in chlorophyll content, photosynthetic efficiency, and growth rate. Two genotypes showed decreases in traits in response to increased temperatures predicted by climate change, but one genotype responded positively. Similarly, some genotypes within a species responded positively to high-nitrogen environments, such as those expected within hosts or eutrophication associated with global change, while other genotypes in the same species responded negatively, suggesting context-dependency in the strength of mutualism. Such variation in traits implies that there is potential for natural selection on symbionts in response to temperature and nutrients, which could confer an adaptive advantage to the holobiont.","2019-03","2025-03-05 14:40:28","2025-03-05 14:40:28","","2803-2813","","5","9","","","","","","","","","","English","","","","WOS:000460668800037","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;21<br/>Total Times Cited:&nbsp;&nbsp;26<br/>Cited Reference Count:&nbsp;&nbsp;107</p>","","","ALGAL ENDOSYMBIONTS; BLEACHING EVENT; climate change; DINOFLAGELLATES SYMBIODINIUM; DIVERSITY; evolutionary rescue; genetic variation; MARINE COELENTERATES; mutualism; natural selection; PHOTOSYNTHETIC PRODUCTS; SEA FAN; SP-NOV DINOPHYCEAE; THERMAL TOLERANCE; ZOOXANTHELLAE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DA4CN6C8","journalArticle","2017","Gajigan, AP; Diaz, LA; Conaco, C","Resilience of the prokaryotic microbial community of Acropora digitifera to elevated temperature","MICROBIOLOGYOPEN","","2045-8827","10.1002/mbo3.478","","The coral is a holobiont formed by the close interaction between the coral animal and a diverse community of microorganisms, including dinoflagellates, bacteria, archaea, fungi, and viruses. The prokaryotic symbionts of corals are important for host fitness but are also highly sensitive to changes in the environment. In this study, we used 16S ribosomal RNA (rRNA) sequencing to examine the response of the microbial community associated with the coral, Acropora digitifera, to elevated temperature. The A. digitifera microbial community is dominated by operational taxonomic unit (OTUs) affiliated with classes Alphaproteobacteria and Gammaproteobacteria. The prokaryotic community in the coral tissue is distinct from that of the mucus and the surrounding seawater. Remarkably, the overall microbial community structure of A. digitifera remained stable for 10 days of continuous exptosure at 32 degrees C compared to corals maintained at 27 degrees C. However, the elevated temperature regime resulted in a decrease in the abundance of OTUs affiliated with certain groups of bacteria, such as order Rhodobacterales. On the other hand, some OTUs affiliated with the orders Alteromonadales, Vibrionales, and Flavobacteriales, which are often associated with diseased and stressed corals, increased in abundance. Thus, while the A. digitifera bacterial community structure appears resilient to higher temperature, prolonged exposure and intensified stress results in changes in the abundance of specific microbial community members that may affect the overall metabolic state and health of the coral holobiont.","2017-08","2025-03-05 14:40:28","2025-03-05 14:40:28","","","","4","6","","","","","","","","","","English","","","","WOS:000407573700030","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;35<br/>Total Times Cited:&nbsp;&nbsp;37<br/>Cited Reference Count:&nbsp;&nbsp;102</p>","","","CLIMATE-CHANGE; coral; CORAL-ASSOCIATED BACTERIA; DIVERSITY; holobiont; HOLOBIONTS; microbiome; mucus; MUCUS-ASSOCIATED BACTERIA; REEF; SEQUENCE; SP-NOV.; thermal stress; THERMAL-STRESS; VIBRIO-CORALLIILYTICUS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L68PIYNT","journalArticle","2012","Zheng, SX; Wang, GZ; Lin, SJ","Heat shock effects and population survival in the polar dinoflagellate Polarella glacialis","JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY","","0022-0981","10.1016/j.jembe.2012.09.003","","The rare bipolar dinoflagellate Polarella glacialis forms blooms in the Antarctic sea ice and the Arctic water column every year. Recently, P. glacialis-like genotypes were found in temperate waters. Here, we investigated how P. glacialis would respond if it were transported from polar to temperate waters by shifting cultures of P. glacialis (strain CCMP2088) from 4 degrees C to 10 degrees and 15 degrees C. After a 4-day lag phase, the cultures remaining at 4 degrees C grew exponentially at 0.10 +/- 0.17 d(-1) for 22 days before entering early stationary phase. Consistent to this growth pattern, flow cytometric analysis on samples collected at the same time showed higher percentages of S-cells on day 9 and day 12 than day 33 and day 37. Western blot analysis of the CO2-fixing enzyme Rubisco(1) (typically 55 kDa) and the cell cycle-related protein PCNA(2) (typically 36 kDa) revealed active expression of both proteins, and higher expression in exponential growth than in early stationary phase. In comparison, cultures shifted to 10 degrees and 15 degrees C first experienced a 4-day lag phase plus a 13-15 day declining phase (growth rates were -0.21 +/- 0.10 d(-1) and -0.23 +/- 0.08 d(-1) respectively), then a steady cell density period (growth rates were 0.05 +/- 0.12 d(-1) and 0.01 +/- 0.15 d(-1) respectively). Strikingly, the percentages of the G(2)/M phase (%G(2)M) in the 10 degrees C-cultures remained at high levels and G(1) population at a low level, suggesting that a subpopulation of the cells might still be actively dividing. %G(2)M of the 15 degrees C-culture remained to be the lowest among the three temperature treatments (P<0.05), indicative of least active cell division. Molecular apparatus of photosynthesis and cell division cycle appeared to be substantially damaged as the culture stayed longer at the elevated temperatures, as evidenced by the progressive degradation of Rubisco and aggregation of PCNA. Our results show that although extreme heat shock as exerted by the temperature rise from 4 degrees C to 10 degrees or 15 degrees C caused impairment of molecular engines of photosynthesis and cell division cycle and extensive population decline in P. glacialis, this polar dinoflagellate seems to be able to survive the extreme temperature insults and potentially can be spread by humans to temperate regions. (C) 2012 Elsevier B.V. All rights reserved.","2012-12-30","2025-03-05 14:40:28","2025-03-05 14:40:28","","100-108","","","438","","","","","","","","","","English","","","","WOS:000312239200013","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;9<br/>Total Times Cited:&nbsp;&nbsp;9<br/>Cited Reference Count:&nbsp;&nbsp;54</p>","","","CARBOXYLASE OXYGENASE; Cell cycle; CELL NUCLEAR ANTIGEN; FORM-II RUBISCO; Global warming; Growth; MARINE-PHYTOPLANKTON; METABOLITE REGULATION; MOLECULAR-CLONING; PCNA; PFIESTERIA-PISCICIDA; PHOTOSYNTHETIC RESPONSE; Rubisco; S-PHASE; SEA-ICE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
