"Key","Item.Type","Publication.Year","Author","Title","Publication.Title","ISBN","ISSN","DOI","Url","Abstract.Note","Date","Date.Added","Date.Modified","Access.Date","Pages","Num.Pages","Issue","Volume","Number.Of.Volumes","Journal.Abbreviation","Short.Title","Series","Series.Number","Series.Text","Series.Title","Publisher","Place","Language","Rights","Type","Archive","Archive.Location","Library.Catalog","Call.Number","Extra","Notes","File.Attachments","Link.Attachments","Manual.Tags","Automatic.Tags","Editor","Series.Editor","Translator","Contributor","Attorney.Agent","Book.Author","Cast.Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed.Author","Scriptwriter","Words.By","Guest","Number","Edition","Running.Time","Scale","Medium","Artwork.Size","Filing.Date","Application.Number","Assignee","Issuing.Authority","Country","Meeting.Name","Conference.Name","Court","References","Reporter","Legal.Status","Priority.Numbers","Programming.Language","Version","System","Code","Code.Number","Section","Session","Committee","History","Legislative.Body","Screen","Reason","Comment","Screen.Name"
"QL5AYYNW","journalArticle",2002,"Stoll, HM; Klaas, CM; Probert, I; Encinar, JR; Alonso, JIG","Calcification rate and temperature effects on Sr partitioning in coccoliths of multiple species of coccolithophorids in culture","GLOBAL AND PLANETARY CHANGE",NA,"0921-8181","10.1016/S0921-8181(02)00112-1",NA,"Five common placolith-bearing coccolithophorid algae-Gephyrocapsa oceanica, Coccolithus pelagicus, Calcidiscus leptoporus, Umbilicosphaera sibogae (var. sibogae and var. foliosa), and Emiliania huxleyi-were cultured to investigate controls on Sr partitioning in coccolith calcite. For identical temperature and media composition, Sr partitioning varies by more than 30% in exponential phase cultures of the five species and is linearly related to rates of calcite production/cell (rho=0.91). Exponential phase culture experiments with three strains of C leptoporus and six strains of G. oceanica at varying temperatures show variations in Sr partitioning of 20% and 30%, respectively. With C leptoporus, Sr partitioning is equally correlated with temperature and calcification rate (rho=0.8), which themselves are highly correlated; the slope of the relationship between D-Sr and calcification rate is comparable to that observed in all species at constant temperature. However, in G. oceanica, increased temperature appears to enhance Sr incorporation by up to 2% to 1.6% degreesC(-1) in the range of 15 to 30 degreesC. The strong influence of calcification rate on Sr partitioning may be useful for inferring past variations in coccolithophorid productivity from Sr partitioning in coccolith sediments if the influence of temperature on Sr partitioning can be resolved. Because the relationship between calcite production and Sr partitioning is linear, a proportional change in calcification should be expressed much more strongly in the Sr/Ca ratio of large species with rapid calcite production than in smaller species, which produce calcite more slowly. Consequently, it may be possible to separate temperature and calcification influences on coccolith Sr/Ca by separately analyzing Sr/Ca in species that produce calcite rapidly and those that produce calcite slowly, if both undergo comparable relative changes in calcification rates. (C) 2002 Elsevier Science B.V. All rights reserved.","2002-11","2025-03-12 16:36:15","2025-03-12 16:36:15",NA,"153-171",NA,"3-4",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000179711500003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reject","No reason given","No comments given","Hannah"
"BATZRUC3","journalArticle",2021,"Stelmakh, L; Kovrigina, N","Phytoplankton Growth Rate and Microzooplankton Grazing under Conditions of Climatic Changes and Anthropogenic Pollution in the Coastal Waters of the Black Sea (Sevastopol Region)","WATER",NA,"2073-4441","10.3390/w13223230",NA,"In the coastal waters of the Black Sea near Sevastopol, a gradual temperature elevation and an increase in anthropogenic pressure since the early 2000s have caused significant structural and functional changes in phytoplankton. Currently, there is a significant decrease in the contribution of small diatom species (Skeletonema sp. and Chaetoceros socialis H.S.Lauder as well as coccolithophorids Emiliania huxleyi (Lohmann) W.W.Hay and H.P.Mohler) to the total phytoplankton biomass in these waters. Previously these species caused regular weak blooms. In the warm periods (from May to October), during which the main phytoplankton biomass is formed, large diatom species Pseudosolenia calcar-avis (Schultze) B.G.Sundstrom, 1986, Proboscia alata (Brightwell) Sundstrom and dinoflagellates predominate. Therefore, the maximum values of the phytoplankton community's specific growth rate are about two times lower than in the preceding periods and do not exceed 1.10-1.40 day(-1). There was also a decrease observed in the microzooplankton grazing rate, which, during the year, was no higher than 0.70-1.20 day(-1). This is primarily conditioned by the increased role of large algae in phytoplankton, which means a decline in nutrition quality for microzooplankton. As a result of the joint influence of nutrition quality and water pollution, the relative share of net primary production consumed by microzooplankton in the warm periods of the year averaged only 32%, which is two times lower than the average values generally accepted for marine ecosystems. This means that the transfer of matter and energy from phytoplankton to higher trophic levels is significantly decreased.","2021-11","2025-03-12 16:36:15","2025-03-12 16:36:15",NA,"",NA,"22",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000724793800001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reject","No reason given","No comments given","Hannah"
"PE9ZNQWS","journalArticle",2020,"Henderiks, J; Bartol, M; Pige, N; Karatsolis, BT; Lougheed, BC","Shifts in Phytoplankton Composition and Stepwise Climate Change During the Middle Miocene","PALEOCEANOGRAPHY AND PALEOCLIMATOLOGY",NA,"2572-4517","10.1029/2020PA003915",NA,"The abundance and composition of modern phytoplankton are primarily related to equator-to-pole temperature gradients and global ocean circulation, which in turn determine the availability of nutrients in the photic zone. The nutricline is found at greater depths in warm, tropical waters, whereas more vigorous surface mixing in higher latitudes (seasonally) enhances nutrient availability and primary productivity. Ocean temperatures were similar to 7 degrees C higher during the middle Miocene Climatic Optimum (MCO; similar to 16.9-14.7 million years ago, Ma), which was followed by Antarctic glaciation and global cooling during the middle Miocene Climate transition (MMCT; 14.7-13.8 Ma). Four decades ago, Haq (1980, ) already related migration patterns of low-latitude versus high-latitude calcareous nannoplankton in the Atlantic Ocean to major climatic fluctuations during the Miocene. Here, we detail and discuss the macroevolutionary patterns and processes across the middle Miocene (similar to 16.5-11 Ma) at five deep sea sites on a north-south transect in the Atlantic Ocean (57 degrees N to 28 degrees S). We show that the major cooling step toward the modern ""icehouse"" world impacted coccolithophore communities at all latitudes. Contrary to previous observations suggesting that tropical sites showed little change and that midlatitudes were the most sensitive recorders of climate change across the MMCT, we show that all sites recorded a marked diversification and increase in abundance of reticulofenestrids. Global cooling and related increased meridional overturning circulation are implicated as likely forcings for this macroevolutionary step toward establishing modern coccolithophore communities that are dominated by eurythermal and eurytrophic species such asEmiliania huxleyi. Plain Language Summary How will marine plankton communities respond to a much warmer world than today? How fast or slow would such changes be? We can learn valuable lessons from the fossil record of coccolithophores that represent a prominent phytoplankton group in both past and modern oceans. Changes in the composition of fossil assemblages show that species tracked past climate change on submillion year scales in the Atlantic Ocean. When ocean temperatures were similar to 7 degrees C warmer during the middle Miocene (similar to 16 million years ago), tropical species reached into the midlatitudes (42 degrees N) of the North Atlantic. When the Antarctic ice sheet grew larger and the oceans cooled after similar to 14.7 million years ago, a group known as the reticulofenestrids diversified and became the most common everywhere, also in the tropics. Apparently, this group maintained high fitness in an ""icehouse"" world with greater latitudinal temperature contrasts, more vigorous ocean circulation, and higher nutrient availability in the photic zone. Indeed, their cosmopolitan distribution implies broad temperature and other environmental tolerances, similar to the group's latest descendant, the modern species Emiliania huxleyi that also displays a wide genetic and ecophenotypic diversity.","2020-08","2025-03-12 16:36:15","2025-03-12 16:36:15",NA,"",NA,"8",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000567508700002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reject","No reason given","No comments given","Hannah"
"FX9XJETY","journalArticle",2012,"Spielmeyer, A; Pohnert, G","Influence of temperature and elevated carbon dioxide on the production of dimethylsulfoniopropionate and glycine betaine by marine phytoplankton","MARINE ENVIRONMENTAL RESEARCH",NA,"0141-1136","10.1016/j.marenvres.2011.11.002",NA,"The sulfur metabolite dimethylsulfoniopropionate (DMSP) is the most important precursor of the climate relevant metabolite dimethylsulfide (DMS). It has thus gained interest in the context of climate change and several studies investigated the influence of elevated temperature and/or CO2 on DMSP in complex plankton communities. However, only little information about changes in response to these factors in single species is available. Therefore, we analyzed DMSP in different phytoplankton cultures (Thalassiosira pseudonana, Phaeodactylum tricornutum, Emiliania huxleyi) under the influence of increased temperature by 6 degrees C and elevated CO2 to 790 ppmv. In addition, we addressed glycine betaine (GBT) that fulfills a similar function as osmolyte like DMSP. In all cultures GBT concentrations increased at higher temperature and decreased at elevated CO2. In contrast, diatoms and prymnesiophytes revealed opposite trends for DMSP. In diatoms increased CO2 and temperature led to decreased DMSP concentrations, while rather elevated levels of this metabolite under the influence of these parameters were observed for E. huxleyi. (C) 2011 Elsevier Ltd. All rights reserved.","2012-02","2025-03-12 16:36:15","2025-03-12 16:36:15",NA,"62-69",NA,"",73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000300818900008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reject","No reason given","No comments given","Hannah"
"GYM4RVMH","journalArticle",2018,"Bach, LT; Lohbeck, KT; Reusch, TBH; Riebesell, U","Rapid evolution of highly variable competitive abilities in a key phytoplankton species","NATURE ECOLOGY & EVOLUTION",NA,"2397-334X","10.1038/s41559-018-0474-x",NA,"Climate change challenges plankton communities, but evolutionary adaptation could mitigate the potential impacts. Here, we tested with the phytoplankton species Emiliania huxleyi whether adaptation to a stressor under laboratory conditions leads to equivalent fitness gains in a more natural environment. We found that fitness advantages that had evolved under laboratory conditions were masked by pleiotropic effects in natural plankton communities. Moreover, new genotypes with highly variable competitive abilities evolved on timescales significantly shorter than climate change.","2018-04","2025-03-12 16:36:15","2025-03-12 16:36:15",NA,"611-613",NA,"4",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000431612000013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reject","No reason given","No comments given","Hannah"
"DBD5NZUN","journalArticle",2022,"Seifert, M; Nissen, C; Rost, B; Hauck, J","Cascading effects augment the direct impact of CO2 on phytoplankton growth in a biogeochemical model","ELEMENTA-SCIENCE OF THE ANTHROPOCENE",NA,"2325-1026","10.1525/elementa.2021.00104",NA,"Atmospheric and oceanic CO2 concentrations are rising at an unprecedented rate. Laboratory studies indicate a positive effect of rising CO2 on phytoplankton growth until an optimum is reached, after which the negative impact of accompanying acidification dominates. Here, we implemented carbonate system sensitivities of phytoplankton growth into our global biogeochemical model FESOM-REcoM and accounted explicitly for coccolithophores as the group most sensitive to CO2. In idealized simulations in which solely the atmospheric CO2 mixing ratio was modified, changes in competitive fitness and biomass are not only caused by the direct effects of CO2, but also by indirect effects via nutrient and light limitation as well as grazing. These cascading effects can both amplify or dampen phytoplankton responses to changing ocean pCO(2) levels. For example, coccolithophore growth is negatively affected both directly by future pCO(2) and indirectly by changes in light limitation, but these effects are compensated by a weakened nutrient limitation resulting from the decrease in small-phytoplankton biomass. In the Southern Ocean, future pCO(2) decreases small-phytoplankton biomass and hereby the preferred prey of zooplankton, which reduces the grazing pressure on diatoms and allows them to proliferate more strongly. In simulations that encompass CO2-driven warming and acidification, our model reveals that recent observed changes in North Atlantic coccolithophore biomass are driven primarily by warming and not by CO2. Our results highlight that CO2 can change the effects of other environmental drivers on phytoplankton growth, and that cascading effects may play an important role in projections of future net primary production.","2022-09-16","2025-03-12 16:36:15","2025-03-12 16:36:15",NA,"",NA,"1",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000870833700001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reject","No reason given","No comments given","Hannah"
"6CVHGQ9N","journalArticle",2011,"Fiorini, S; Middelburg, JJ; Gattuso, JP","TESTING THE EFFECTS OF ELEVATED pCO2 ON COCCOLITHOPHORES (PRYMNESIOPHYCEAE): COMPARISON BETWEEN HAPLOID AND DIPLOID LIFE STAGES","JOURNAL OF PHYCOLOGY",NA,"0022-3646","10.1111/j.1529-8817.2011.01080.x",NA,"The response of Emiliania huxleyi (Lohmann) W.W. Hay et H. Mohler, Calcidiscus leptoporus (G. Murray et V. H. Blackman) J. Schiller, and Syracosphaera pulchra Lohmann to elevated partial pressure of carbon dioxide (pCO(2)) was investigated in batch cultures. We reported on the response of both haploid and diploid life stages of these three species. Growth rate, cell size, particulate inorganic carbon (PIC), and particulate organic carbon (POC) of both life stages were measured at two different pCO(2) (400 and 760 parts per million [ppm]), and their organic and inorganic carbon production were calculated. The two life stages within the same species generally exhibited a similar response to elevated pCO(2), the response of the haploid stage being often more pronounced than that of the diploid stage. The growth rate was consistently higher at elevated pCO(2), but the response of other processes varied among species. Calcification rate of C. leptoporus and of S. pulchra did not change at elevated pCO(2), whereas it increased in E. huxleyi. POC production and cell size of both life stages of S. pulchra and of the haploid stage of E. huxleyi markedly decreased at elevated pCO(2). It remained unaltered in the diploid stage of E. huxleyi and C. leptoporus and increased in the haploid stage of the latter. The PIC:POC ratio increased in E. huxleyi and was constant in C. leptoporus and S. pulchra. Elevated pCO(2) has a significant effect on these three coccolithophore species, the haploid stage being more sensitive. This effect must be taken into account when predicting the fate of coccolithophores in the future ocean.","2011-12","2025-03-12 16:36:15","2025-03-12 16:36:15",NA,"1281-1291",NA,"6",47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000297880500007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reject","No reason given","No comments given","Hannah"
"ZKS8NCLT","journalArticle",2013,"Chevin, LM; Collins, S; Lefèvre, F","Phenotypic plasticity and evolutionary demographic responses to climate change: taking theory out to the field","FUNCTIONAL ECOLOGY",NA,"0269-8463","10.1111/j.1365-2435.2012.02043.x",NA,"1. Rapid climate change both imposes strong selective pressures on natural populations - potentially reducing their growth rate and causing genetic evolution - and affects the physiology and development of individual organisms. Understanding and predicting the fates of populations under global change, including extinctions and geographical range shifts, requires analysing the interplay of these processes, which has long been a grey area in evolutionary biology. 2. We review recent theory on the interaction of phenotypic plasticity, genetic evolution and demography in environments that change in time or space. We then discuss the main limitations of the models and the difficulties in testing theoretical predictions in the wild, notably regarding changes in phenotypic selection, the evolution of (co)variances of reaction norm parameters, and transient dynamics. 3. We use two landmark examples of physiological responses to climate change - trees facing drier climate and extreme temperatures, and marine phytoplankton under rising CO2 - to highlight relatively neglected questions and indicate the theoretical and empirical challenges that they raise. These examples illustrate notably that age-specific patterns of plasticity and selection on the one hand, and changes in community interactions and functioning on the other hand, need to be further investigated theoretically and empirically for a better understanding of evolutionary demographic responses to climate change in the wild.","2013-08","2025-03-12 16:36:15","2025-03-12 16:36:15",NA,"966-979",NA,"4",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000329303900014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reject","No reason given","No comments given","Hannah"
"GN2SPY9F","journalArticle",2018,"Baker, KG; Radford, DT; Evenhuis, C; Kuzhiumparam, U; Ralph, PJ; Doblin, MA","Thermal niche evolution of functional traits in a tropical marine phototroph","JOURNAL OF PHYCOLOGY",NA,"0022-3646","10.1111/jpy.12759",NA,"Land-based plants and ocean-dwelling microbial phototrophs known as phytoplankton, are together responsible for almost all global primary production. Habitat warming associated with anthropogenic climate change has detrimentally impacted marine primary production, with the effects observed on regional and global scales. In contrast to slower-growing higher plants, there is considerable potential for phytoplankton to evolve rapidly with changing environmental conditions. The energetic constraints associated with adaptation in phytoplankton are not yet understood, but are central to forecasting how global biogeochemical cycles respond to contemporary ocean change. Here, we demonstrate a number of potential trade-offs associated with high-temperature adaptation in a tropical microbial eukaryote, Amphidinium massartii (dinoflagellate). Most notably, the population became high-temperature specialized (higher fitness within a narrower thermal envelope and higher thermal optimum), and had a greater nutrient requirement for carbon, nitrogen and phosphorus. Evidently, the energetic constraints associated with living at elevated temperature alter competiveness along other environmental gradients. While high-temperature adaptation led to an irreversible change in biochemical composition (i.e., an increase in fatty acid saturation), the mechanisms underpinning thermal evolution in phytoplankton remain unclear, and will be crucial to understanding whether the trade-offs observed here are species-specific or are representative of the evolutionary constraints in all phytoplankton.","2018-12","2025-03-12 16:36:15","2025-03-12 16:36:15",NA,"799-810",NA,"6",54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000454908500005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reject","No reason given","No comments given","Hannah"
"AIJJNXNG","journalArticle",2018,"Maranon, E; Lorenzo, MP; Cermeno, P; Mourino-Carballido, B","Nutrient limitation suppresses the temperature dependence of phytoplankton metabolic rates","ISME JOURNAL",NA,"1751-7362","10.1038/s41396-018-0105-1",NA,"Climate warming has the potential to alter ecosystem function through temperature-dependent changes in individual metabolic rates. The temperature sensitivity of phytoplankton metabolism is especially relevant, since these microorganisms sustain marine food webs and are major drivers of biogeochemical cycling. Phytoplankton metabolic rates increase with temperature when nutrients are abundant, but it is unknown if the same pattern applies under nutrient-limited growth conditions, which prevail over most of the ocean. Here we use continuous cultures of three cosmopolitan and biogeochemically relevant species (Synechococcus sp., Skeletonema costatum and Emiliania huxleyi) to determine the temperature dependence (activation energy, Ea) of metabolism under different degrees of nitrogen (N) limitation. We show that both CO2 fixation and respiration rates increase with N supply but are largely insensitive to temperature. Ea of photosynthesis (0.11 +/- 0.06 eV, mean +/- SE) and respiration (0.04 +/- 0.17 eV) under N-limited growth is significantly smaller than Ea of growth rate under nutrient-replete conditions (0.77 +/- 0.06 eV). The reduced temperature dependence of metabolic rates under nutrient limitation can be explained in terms of enzyme kinetics, because both maximum reaction rates and halfsaturation constants increase with temperature. Our results suggest that the direct, stimulating effect of rising temperatures upon phytoplankton metabolic rates will be circumscribed to ecosystems with high-nutrient availability.","2018-07","2025-03-12 16:36:15","2025-03-12 16:36:15",NA,"1836-1845",NA,"7",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000436623600018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reject","No reason given","No comments given","Hannah"
"H6KI3V4X","journalArticle",2015,"Aloisi, G","Covariation of metabolic rates and cell size in coccolithophores","BIOGEOSCIENCES",NA,"1726-4170","10.5194/bg-12-4665-2015",NA,"Coccolithophores are sensitive recorders of environmental change. The size of their coccosphere varies in the ocean along gradients of environmental conditions and provides a key for understanding the fate of this important phytoplankton group in the future ocean. But interpreting field changes in coccosphere size in terms of laboratory observations is hard, mainly because the marine signal reflects the response of multiple morphotypes to changes in a combination of environmental variables. In this paper I examine the large corpus of published laboratory experiments with coccolithophores looking for relations between environmental conditions, metabolic rates and cell size (a proxy for coccosphere size). I show that growth, photosynthesis and, to a lesser extent, calcification covary with cell size when pCO(2), irradiance, temperature, nitrate, phosphate and iron conditions change. With the exception of phosphate and temperature, a change from limiting to non-limiting conditions always results in an increase in cell size. An increase in phosphate or temperature (below the optimum temperature for growth) produces the opposite effect. The magnitude of the coccosphere-size changes observed in the laboratory is comparable to that observed in the ocean. If the biological reasons behind the environment-metabolism-size link are understood, it will be possible to use coccosphere-size changes in the modern ocean and in marine sediments to investigate the fate of coccolithophores in the future ocean. This reasoning can be extended to the size of coccoliths if, as recent experiments are starting to show, coccolith size reacts to environmental change proportionally to coccosphere size. The coccolithophore database is strongly biased in favour of experiments with the coccolithophore Emiliania huxleyi (E. huxleyi; 82% of database entries), and more experiments with other species are needed to understand whether these observations can be extended to coccolithophores in general. I introduce a simple model that simulates the growth rate and the size of cells forced by nitrate and phosphate concentrations. By considering a simple rule that allocates the energy flow from nutrient acquisition to cell structure (biomass) and cell maturity (biological complexity, eventually leading to cell division), the model is able to reproduce the covariation of growth rate and cell size observed in laboratory experiments with E. huxleyi when these nutrients become limiting. These results support ongoing efforts to interpret coccosphere and coccolith size measurements in the context of climate change.","2015","2025-03-12 16:36:15","2025-03-12 16:36:15",NA,"4665-4692",NA,"15",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000360003700008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reject","No reason given","No comments given","Hannah"
"XC4DR2MV","journalArticle",2016,"Schlüter, L; Lohbeck, KT; Gröger, JP; Riebesell, U; Reusch, TBH","Long-term dynamics of adaptive evolution in a globally important phytoplankton species to ocean acidification","SCIENCE ADVANCES",NA,"2375-2548","10.1126/sciadv.1501660",NA,"Marine phytoplankton may adapt to ocean change, such as acidification or warming, because of their large population sizes and short generation times. Long-term adaptation to novel environments is a dynamic process, and phenotypic change can take place thousands of generations after exposure to novel conditions. We conducted a long-term evolution experiment (4 years = 2100 generations), starting with a single clone of the abundant and widespread coccolithophore Emiliania huxleyi exposed to three different CO2 levels simulating ocean acidification (OA). Growth rates as a proxy for Darwinian fitness increased only moderately under both levels of OA [+3.4% and +4.8%, respectively, at 1100 and 2200 matm partial pressure of CO2 (PCO2)] relative to control treatments (ambient CO2, 400 matm). Long-term adaptation to OA was complex, and initial phenotypic responses of ecologically important traits were later reverted. The biogeochemically important trait of calcification, in particular, that had initially been restored within the first year of evolution was later reduced to levels lower than the performance of nonadapted populations under OA. Calcification was not constitutively lost but returned to control treatment levels when high CO2-adapted isolates were transferred back to present-day control CO2 conditions. Selection under elevated CO2 exacerbated a general decrease of cell sizes under long-term laboratory evolution. Our results show that phytoplankton may evolve complex phenotypic plasticity that can affect biogeochemically important traits, such as calcification. Adaptive evolution may play out over longer time scales (>1 year) in an unforeseen way under future ocean conditions that cannot be predicted from initial adaptation responses.","2016-07","2025-03-12 16:36:15","2025-03-12 16:36:15",NA,"",NA,"7",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000381805300003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reject","No reason given","No comments given","Hannah"
"9J4K5HIY","journalArticle",2012,"Lohbeck, KT; Riebesell, U; Reusch, TBH","Adaptive evolution of a key phytoplankton species to ocean acidification","NATURE GEOSCIENCE",NA,"1752-0894","10.1038/NGEO1441",NA,"Ocean acidification, the drop in seawater pH associated with the ongoing enrichment of marine waters with carbon dioxide from fossil fuel burning, may seriously impair marine calcifying organisms. Our present understanding of the sensitivity of marine life to ocean acidification is based primarily on short-term experiments, in which organisms are exposed to increased concentrations of CO2. However, phytoplankton species with short generation times, in particular, may be able to respond to environmental alterations through adaptive evolution. Here, we examine the ability of the world's single most important calcifying organism, the coccolithophore Emiliania huxleyi, to evolve in response to ocean acidification in two 500-generation selection experiments. Specifically, we exposed E. huxleyi populations founded by single or multiple clones to increased concentrations of CO2. Around 500 asexual generations later we assessed their fitness. Compared with populations kept at ambient CO2 partial pressure, those selected at increased partial pressure exhibited higher growth rates, in both the single-and multiclone experiment, when tested under ocean acidification conditions. Calcification was partly restored: rates were lower under increased CO2 conditions in all cultures, but were up to 50% higher in adapted compared with non-adapted cultures. We suggest that contemporary evolution could help to maintain the functionality of microbial processes at the base of marine food webs in the face of global change.","2012-05","2025-03-12 16:36:15","2025-03-12 16:36:15",NA,"346-351",NA,"5",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000303464100016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reject","No reason given","No comments given","Hannah"
